hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_month_num,arrival_date,total_nights,total_guests,estimated_revenue,is_family,arrival_season,lead_time_group
City Hotel,0,3,2015,July,28,11,2,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0.0,0,Transient-Party,72.5,0,0,Check-Out,2015-07-14,7,2015-07-11,3,1.0,217.5,0,Summer,0-30 days
City Hotel,0,66,2015,July,28,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,58.9,0,0,Check-Out,2015-07-14,7,2015-07-11,3,2.0,176.7,0,Summer,31-90 days
City Hotel,1,69,2015,July,29,12,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,76.5,0,1,Canceled,2015-07-02,7,2015-07-12,2,2.0,153.0,0,Summer,31-90 days
City Hotel,1,59,2015,July,29,12,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,0,Canceled,2015-06-15,7,2015-07-12,6,2.0,459.0,0,Summer,31-90 days
City Hotel,0,96,2015,July,29,13,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,0.0,0,Transient,63.75,0,0,Check-Out,2015-07-14,7,2015-07-13,1,2.0,63.75,0,Summer,91-180 days
City Hotel,1,60,2015,July,29,13,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,76.5,0,0,No-Show,2015-07-13,7,2015-07-13,1,2.0,76.5,0,Summer,31-90 days
City Hotel,1,122,2015,July,29,13,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,76.5,0,2,Canceled,2015-06-17,7,2015-07-13,1,2.0,76.5,0,Summer,91-180 days
City Hotel,1,60,2015,July,29,13,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,91.33,0,0,No-Show,2015-07-13,7,2015-07-13,1,2.0,91.33,0,Summer,31-90 days
City Hotel,1,60,2015,July,29,13,1,0,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,91.33,0,0,No-Show,2015-07-13,7,2015-07-13,1,3.0,91.33,1,Summer,31-90 days
City Hotel,1,123,2015,July,29,13,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,1,Canceled,2015-06-30,7,2015-07-13,1,2.0,76.5,0,Summer,91-180 days
City Hotel,1,60,2015,July,29,13,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,67.15,0,0,No-Show,2015-07-13,7,2015-07-13,1,1.0,67.15,0,Summer,31-90 days
City Hotel,1,73,2015,July,29,13,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,76.5,0,0,No-Show,2015-07-13,7,2015-07-13,3,2.0,229.5,0,Summer,31-90 days
City Hotel,1,77,2015,July,29,13,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,1,Canceled,2015-06-29,7,2015-07-13,3,2.0,229.5,0,Summer,31-90 days
City Hotel,1,123,2015,July,29,13,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,0,Canceled,2015-03-13,7,2015-07-13,4,2.0,306.0,0,Summer,91-180 days
City Hotel,1,94,2015,July,29,14,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,1,Canceled,2015-06-30,7,2015-07-14,3,2.0,229.5,0,Summer,91-180 days
City Hotel,1,120,2015,July,29,14,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,1,Canceled,2015-07-03,7,2015-07-14,5,2.0,382.5,0,Summer,91-180 days
City Hotel,1,94,2015,July,29,14,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,55.96,0,0,Canceled,2015-07-07,7,2015-07-14,9,2.0,503.64,0,Summer,91-180 days
City Hotel,1,0,2015,July,29,15,0,1,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,0.0,0.0,0,Transient,0.0,0,0,Canceled,2015-07-15,7,2015-07-15,1,2.0,0.0,0,Summer,0-30 days
City Hotel,1,79,2015,July,29,15,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,85.5,0,1,Canceled,2015-06-30,7,2015-07-15,4,2.0,342.0,0,Summer,31-90 days
City Hotel,1,92,2015,July,29,15,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Transient,89.25,0,2,No-Show,2015-07-15,7,2015-07-15,4,2.0,357.0,0,Summer,91-180 days
City Hotel,1,92,2015,July,29,15,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Transient,89.25,0,1,Canceled,2015-05-08,7,2015-07-15,4,2.0,357.0,0,Summer,91-180 days
City Hotel,1,125,2015,July,29,15,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,0,Canceled,2015-06-20,7,2015-07-15,6,2.0,459.0,0,Summer,91-180 days
City Hotel,0,0,2015,July,29,15,2,5,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,F,A,4,No Deposit,0.0,0.0,0,Transient,0.0,0,0,Check-Out,2015-07-22,7,2015-07-15,7,2.0,0.0,0,Summer,0-30 days
City Hotel,1,62,2015,July,29,15,2,7,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,68.0,0,1,Canceled,2015-07-02,7,2015-07-15,9,1.0,612.0,0,Summer,31-90 days
City Hotel,1,109,2015,July,29,15,2,7,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,68.0,0,1,Canceled,2015-05-27,7,2015-07-15,9,1.0,612.0,0,Summer,91-180 days
City Hotel,1,109,2015,July,29,16,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,76.5,0,0,Canceled,2015-05-07,7,2015-07-16,1,2.0,76.5,0,Summer,91-180 days
City Hotel,1,109,2015,July,29,16,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,76.5,0,1,Canceled,2015-05-07,7,2015-07-16,1,2.0,76.5,0,Summer,91-180 days
City Hotel,1,80,2015,July,29,16,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,1,Canceled,2015-04-29,7,2015-07-16,2,2.0,153.0,0,Summer,31-90 days
City Hotel,1,122,2015,July,29,16,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,85.5,0,0,No-Show,2015-07-16,7,2015-07-16,2,2.0,171.0,0,Summer,91-180 days
City Hotel,1,82,2015,July,29,16,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,0,Canceled,2015-06-17,7,2015-07-16,7,2.0,535.5,0,Summer,31-90 days
City Hotel,1,82,2015,July,29,16,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,0,Canceled,2015-07-16,7,2015-07-16,3,2.0,229.5,0,Summer,31-90 days
City Hotel,1,107,2015,July,29,17,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,52.36,0,0,Canceled,2015-07-13,7,2015-07-17,2,1.0,104.72,0,Summer,91-180 days
City Hotel,0,18,2015,July,29,18,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,57.5,0,0,Check-Out,2015-07-20,7,2015-07-18,2,1.0,115.0,0,Summer,0-30 days
City Hotel,0,18,2015,July,29,18,1,1,3,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,108.75,0,0,Check-Out,2015-07-20,7,2015-07-18,2,3.0,217.5,0,Summer,0-30 days
City Hotel,0,18,2015,July,29,18,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,75.0,0,0,Check-Out,2015-07-20,7,2015-07-18,2,2.0,150.0,0,Summer,0-30 days
City Hotel,0,18,2015,July,29,18,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,0.0,0,0,Check-Out,2015-07-20,7,2015-07-18,2,1.0,0.0,0,Summer,0-30 days
City Hotel,1,103,2015,July,29,18,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0.0,0,Transient-Party,94.5,0,0,Canceled,2015-07-16,7,2015-07-18,3,2.0,283.5,0,Summer,91-180 days
City Hotel,0,103,2015,July,29,18,2,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,17.0,0.0,0,Transient-Party,72.5,0,0,Check-Out,2015-07-21,7,2015-07-18,3,1.0,217.5,0,Summer,91-180 days
City Hotel,0,103,2015,July,29,18,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0.0,0,Transient-Party,94.5,0,0,Check-Out,2015-07-21,7,2015-07-18,3,2.0,283.5,0,Summer,91-180 days
City Hotel,0,103,2015,July,29,18,2,1,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,17.0,0.0,0,Transient-Party,138.5,0,0,Check-Out,2015-07-21,7,2015-07-18,3,3.0,415.5,0,Summer,91-180 days
City Hotel,0,12,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-07-22,7,2015-07-18,4,2.0,248.0,0,Summer,0-30 days
City Hotel,0,12,2015,July,29,18,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,0.0,0,0,Check-Out,2015-07-22,7,2015-07-18,4,1.0,0.0,0,Summer,0-30 days
City Hotel,1,12,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Canceled,2015-07-18,7,2015-07-18,4,2.0,248.0,0,Summer,0-30 days
City Hotel,1,88,2015,July,29,18,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,68.0,0,1,Canceled,2015-07-18,7,2015-07-18,4,1.0,272.0,0,Summer,31-90 days
City Hotel,0,12,2015,July,29,18,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,0.0,0,Transient-Party,60.0,0,0,Check-Out,2015-07-22,7,2015-07-18,4,1.0,240.0,0,Summer,0-30 days
City Hotel,0,12,2015,July,29,18,2,2,3,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,0,Check-Out,2015-07-22,7,2015-07-18,4,3.0,336.0,0,Summer,0-30 days
City Hotel,0,12,2015,July,29,18,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,0.0,0,Transient,62.0,0,0,Check-Out,2015-07-23,7,2015-07-18,5,2.0,310.0,0,Summer,0-30 days
City Hotel,1,118,2015,July,30,19,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,85.5,0,1,Canceled,2015-04-16,7,2015-07-19,2,2.0,171.0,0,Summer,91-180 days
City Hotel,1,82,2015,July,30,19,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,8.0,0.0,0,Transient-Party,76.5,0,1,Canceled,2015-07-12,7,2015-07-19,4,2.0,306.0,0,Summer,31-90 days
City Hotel,1,96,2015,July,30,19,3,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,0.0,0,Transient,80.7,0,0,Canceled,2015-06-29,7,2015-07-19,8,1.0,645.6,0,Summer,91-180 days
City Hotel,1,108,2015,July,30,19,4,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,1,Canceled,2015-07-11,7,2015-07-19,11,2.0,841.5,0,Summer,91-180 days
City Hotel,1,119,2015,July,30,20,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,68.0,0,1,Canceled,2015-07-09,7,2015-07-20,1,1.0,68.0,0,Summer,91-180 days
City Hotel,1,119,2015,July,30,20,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,76.5,0,1,Canceled,2015-07-09,7,2015-07-20,1,2.0,76.5,0,Summer,91-180 days
City Hotel,0,90,2015,July,30,20,1,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,11.0,0.0,0,Transient,46.66,0,0,Check-Out,2015-07-22,7,2015-07-20,2,2.0,93.32,0,Summer,31-90 days
City Hotel,0,62,2015,July,30,20,1,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,104.0,0,0,Check-Out,2015-07-20,7,2015-07-20,4,2.0,416.0,0,Summer,31-90 days
City Hotel,1,67,2015,July,30,20,3,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,76.5,0,0,No-Show,2015-07-20,7,2015-07-20,11,2.0,841.5,0,Summer,31-90 days
City Hotel,1,106,2015,July,30,21,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,0.0,0,Transient,55.08,0,0,Canceled,2015-05-25,7,2015-07-21,2,2.0,110.16,0,Summer,91-180 days
City Hotel,0,20,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-07-24,7,2015-07-22,2,2.0,124.0,0,Summer,0-30 days
City Hotel,0,20,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-07-24,7,2015-07-22,2,2.0,124.0,0,Summer,0-30 days
City Hotel,0,20,2015,July,30,22,0,2,3,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,0,Check-Out,2015-07-24,7,2015-07-22,2,3.0,168.0,0,Summer,0-30 days
City Hotel,1,22,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,7,2015-07-22,2,2.0,124.0,0,Summer,0-30 days
City Hotel,1,20,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Canceled,2015-07-17,7,2015-07-22,2,2.0,124.0,0,Summer,0-30 days
City Hotel,0,20,2015,July,30,22,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,0.0,0,0,Check-Out,2015-07-24,7,2015-07-22,2,1.0,0.0,0,Summer,0-30 days
City Hotel,0,20,2015,July,30,22,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,60.0,0,0,Check-Out,2015-07-24,7,2015-07-22,2,1.0,120.0,0,Summer,0-30 days
City Hotel,0,20,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,7,No Deposit,1.0,0.0,0,Transient,62.0,0,0,Check-Out,2015-07-24,7,2015-07-22,2,2.0,124.0,0,Summer,0-30 days
City Hotel,0,20,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,G,1,No Deposit,1.0,0.0,0,Transient-Party,62.0,0,0,Check-Out,2015-07-24,7,2015-07-22,2,2.0,124.0,0,Summer,0-30 days
City Hotel,0,20,2015,July,30,22,0,2,3,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,0,Check-Out,2015-07-24,7,2015-07-22,2,3.0,168.0,0,Summer,0-30 days
City Hotel,1,99,2015,July,30,22,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,0.0,0,Transient,68.5,0,0,No-Show,2015-07-22,7,2015-07-22,3,2.0,205.5,0,Summer,91-180 days
City Hotel,1,112,2015,July,30,22,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,0,No-Show,2015-07-22,7,2015-07-22,4,2.0,306.0,0,Summer,91-180 days
City Hotel,1,69,2015,July,30,22,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,68.0,0,1,Canceled,2015-06-12,7,2015-07-22,4,1.0,272.0,0,Summer,31-90 days
City Hotel,1,96,2015,July,30,22,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,1,No-Show,2015-07-22,7,2015-07-22,5,2.0,382.5,0,Summer,91-180 days
City Hotel,1,72,2015,July,30,22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,76.5,0,0,Canceled,2015-07-18,7,2015-07-22,7,2.0,535.5,0,Summer,31-90 days
City Hotel,1,69,2015,July,30,22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,76.5,0,1,Canceled,2015-05-18,7,2015-07-22,7,2.0,535.5,0,Summer,31-90 days
City Hotel,1,69,2015,July,30,22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,76.5,0,2,Canceled,2015-05-18,7,2015-07-22,7,2.0,535.5,0,Summer,31-90 days
City Hotel,0,111,2015,July,30,22,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,0.0,0,Transient,55.96,0,1,Check-Out,2015-07-24,7,2015-07-22,2,1.0,111.92,0,Summer,91-180 days
City Hotel,1,93,2015,July,30,23,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,1,Canceled,2015-04-24,7,2015-07-23,2,2.0,153.0,0,Summer,91-180 days
City Hotel,0,132,2015,July,30,23,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,90.0,0,0,Check-Out,2015-07-24,7,2015-07-23,1,2.0,90.0,0,Summer,91-180 days
City Hotel,0,132,2015,July,30,23,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,0.0,0,Transient-Party,90.0,0,0,Check-Out,2015-07-24,7,2015-07-23,1,2.0,90.0,0,Summer,91-180 days
City Hotel,0,132,2015,July,30,23,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,0.0,0,Transient-Party,65.0,0,0,Check-Out,2015-07-24,7,2015-07-23,1,1.0,65.0,0,Summer,91-180 days
City Hotel,0,132,2015,July,30,23,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,0.0,0,Transient-Party,0.0,0,0,Check-Out,2015-07-24,7,2015-07-23,1,1.0,0.0,0,Summer,91-180 days
City Hotel,0,132,2015,July,30,23,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1.0,0.0,0,Transient-Party,90.0,0,0,Check-Out,2015-07-24,7,2015-07-23,1,2.0,90.0,0,Summer,91-180 days
City Hotel,0,132,2015,July,30,23,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,F,0,No Deposit,1.0,0.0,0,Transient-Party,90.0,0,0,Check-Out,2015-07-24,7,2015-07-23,1,2.0,90.0,0,Summer,91-180 days
City Hotel,0,132,2015,July,30,23,0,1,3,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,0.0,0,Transient-Party,130.5,0,0,Check-Out,2015-07-24,7,2015-07-23,1,3.0,130.5,0,Summer,91-180 days
City Hotel,0,110,2015,July,30,23,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,B,D,0,No Deposit,13.0,0.0,0,Transient-Party,98.2,0,1,Check-Out,2015-07-24,7,2015-07-23,1,2.0,98.2,0,Summer,91-180 days
City Hotel,0,132,2015,July,30,23,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,E,0,No Deposit,1.0,0.0,0,Transient-Party,90.0,0,0,Check-Out,2015-07-24,7,2015-07-23,1,2.0,90.0,0,Summer,91-180 days
City Hotel,0,110,2015,July,30,23,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,13.0,0.0,0,Transient-Party,98.2,0,1,Check-Out,2015-07-24,7,2015-07-23,1,2.0,98.2,0,Summer,91-180 days
City Hotel,1,96,2015,July,30,23,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,68.0,0,1,Canceled,2015-04-24,7,2015-07-23,2,1.0,136.0,0,Summer,91-180 days
City Hotel,1,132,2015,July,30,23,1,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,85.0,0,0,Canceled,2015-06-30,7,2015-07-23,4,2.0,340.0,0,Summer,91-180 days
City Hotel,1,2,2015,July,30,23,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,17.6,0,0,Canceled,2015-07-21,7,2015-07-23,4,1.0,70.4,0,Summer,0-30 days
City Hotel,1,85,2015,July,30,24,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,0,Canceled,2015-05-20,7,2015-07-24,5,2.0,382.5,0,Summer,31-90 days
City Hotel,0,0,2015,July,30,24,0,1,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,0.0,0,0,Check-Out,2015-07-25,7,2015-07-24,1,2.0,0.0,0,Summer,0-30 days
City Hotel,0,0,2015,July,30,24,0,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,0.0,0.0,0,Transient,0.0,0,1,Check-Out,2015-07-26,7,2015-07-24,2,3.0,0.0,1,Summer,0-30 days
City Hotel,0,0,2015,July,30,24,0,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0.0,0.0,0,Transient,0.0,0,2,Check-Out,2015-07-26,7,2015-07-24,2,3.0,0.0,1,Summer,0-30 days
City Hotel,0,0,2015,July,30,24,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,A,1,No Deposit,0.0,0.0,0,Transient,0.0,0,0,Check-Out,2015-07-26,7,2015-07-24,2,1.0,0.0,0,Summer,0-30 days
City Hotel,0,0,2015,July,30,24,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,A,0,No Deposit,0.0,0.0,0,Transient,0.0,0,1,Check-Out,2015-07-26,7,2015-07-24,2,1.0,0.0,0,Summer,0-30 days
City Hotel,0,15,2015,July,30,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient-Party,0.0,0,0,Check-Out,2015-07-26,7,2015-07-25,1,1.0,0.0,0,Summer,0-30 days
City Hotel,0,84,2015,July,30,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,8.0,0.0,0,Transient,76.5,0,2,Check-Out,2015-07-26,7,2015-07-25,1,2.0,76.5,0,Summer,31-90 days
City Hotel,0,0,2015,July,30,25,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,A,0,No Deposit,0.0,0.0,0,Transient,0.0,0,1,Check-Out,2015-07-26,7,2015-07-25,1,3.0,0.0,1,Summer,0-30 days
City Hotel,0,84,2015,July,30,25,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,8.0,0.0,0,Transient,94.0,0,2,Check-Out,2015-07-26,7,2015-07-25,1,3.0,94.0,1,Summer,31-90 days
City Hotel,1,98,2015,July,30,25,1,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Transient,124.25,0,1,Canceled,2015-04-24,7,2015-07-25,2,3.0,248.5,0,Summer,91-180 days
City Hotel,1,124,2015,July,30,25,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,2,Canceled,2015-06-29,7,2015-07-25,2,2.0,153.0,0,Summer,91-180 days
City Hotel,1,110,2015,July,30,25,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0.0,0,Transient-Party,94.5,0,0,Canceled,2015-07-22,7,2015-07-25,3,2.0,283.5,0,Summer,91-180 days
